station,longitude,latitude,glmN_Fig6_topL,glmW_Fig6_midL,glmF_Fig6_lowL,glmNse_Fig6_topR,glmWse_Fig6_midR,glmFse_Fig6_lowR,area_artReefs,area_platforms,N_artificialReefs,N_platforms,W_artificialReefs,W_platforms,F_artificialReefs,F_platforms,totalN_Fig7top,totalW_Fig7mid,totalF_Fig7low
742,-83.54035737,27.50775158,1.793941829,3.173580559,0.207811768,14.43547001,5.198184255,0.184421853,0,0,0,0,0,0,0,0,1.793941829,3.173580559,0.207811768
743,-83.43929956,27.50519873,16.14218628,19.53123804,1.022982438,85.09409823,28.88276964,0.471181352,0,0,0,0,0,0,0,0,16.14218628,19.53123804,1.022982438
744,-83.33825524,27.5025727,35.11354964,41.86292984,2.177550085,178.751145,60.62440818,0.977058344,0,0,0,0,0,0,0,0,35.11354964,41.86292984,2.177550085
745,-83.23722481,27.49987355,43.14307895,51.31470041,2.666214741,218.4222767,74.06999234,1.191452014,0,0,0,0,0,0,0,0,43.14307895,51.31470041,2.666214741
746,-83.13620864,27.49710129,38.63779858,46.01141615,2.39203039,196.1622487,66.52547043,1.07114895,0,0,0,0,0,0,0,0,38.63779858,46.01141615,2.39203039
747,-83.03520711,27.49425599,18.71162174,22.55578824,1.179354281,97.76519837,33.17696229,0.539574273,0,0,0,0,0,0,0,0,18.71162174,22.55578824,1.179354281
748,-82.9342206,27.49133767,17.74360625,21.4163117,1.120442365,92.99049652,31.55881716,0.513799236,0,0,0,0,0,0,0,0,17.74360625,21.4163117,1.120442365
749,-82.83324949,27.48834637,22.69876862,27.24916391,1.422005834,117.4405248,39.84506426,0.645817957,0.004712389,0,4.19131213,0,4.509223264,0,0.237125446,0,26.78311532,31.62997851,1.652430235
750,-97.25429982,27.2616636,10.80636713,15.17091374,0.965234086,174.5460537,65.24150181,3.531837097,0,0,0,0,0,0,0,0,10.80636713,15.17091374,0.965234086
751,-97.15487559,27.26899157,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0,0,0,0,0,0,0,0,10.6628992,15.01973086,0.95624238
752,-97.05541382,27.27625064,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0,0,0,0,0,0,0,0,10.6628992,15.01973086,0.95624238
753,-96.95591484,27.28344071,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0,0,0,0,0,0,0,0,10.6628992,15.01973086,0.95624238
754,-96.85637902,27.2905617,12.79365134,29.70965137,2.3511887,196.770309,148.5950526,13.94116043,0,0,0,0,0,0,0,0,12.79365134,29.70965137,2.3511887
755,-96.75680669,27.29761349,7.852408428,45.00574561,4.011532696,44.89560859,252.60979,26.095633,0,0.000314159,0,0.516895382,0,0.254815636,0,0.008850958,8.366836903,45.24642227,4.019123394
756,-96.6571982,27.304596,7.519684999,54.76071188,5.171098137,40.44633567,366.9127537,37.961791,0,0.000314159,0,0.344283938,0,0.197420281,0,0.009031576,7.861606559,54.94092857,5.178505165
757,-96.55755389,27.31150913,11.67665731,79.88486725,7.167101689,47.0331286,488.0110358,50.4749837,0,0,0,0,0,0,0,0,11.67665731,79.88486725,7.167101689
758,-96.45787412,27.31835278,0.388398247,2.227503911,0.189279782,1.259903475,10.20546961,1.054198088,0,0,0,0,0,0,0,0,0.388398247,2.227503911,0.189279782
759,-96.35815924,27.32512685,0.381992656,2.192180735,0.186202282,1.236539829,10.09359426,1.042640156,0,0,0,0,0,0,0,0,0.381992656,2.192180735,0.186202282
760,-84.4483356,27.61761774,2.319893881,10.0494913,0.744298788,5.53741056,5.610926419,0.481881453,0,0,0,0,0,0,0,0,2.319893881,10.0494913,0.744298788
761,-84.34709085,27.61571768,12.99932146,66.97297387,5.316262625,20.08173332,65.54438007,6.307563216,0,0,0,0,0,0,0,0,12.99932146,66.97297387,5.316262625
762,-84.2458562,27.61374388,27.50693339,139.5101321,11.81795205,83.77513873,108.0998104,10.31454663,0,0,0,0,0,0,0,0,27.50693339,139.5101321,11.81795205
763,-84.14463204,27.61169637,11.01167117,53.29324941,4.232982889,17.33473987,32.59252217,3.132817233,0,0,0,0,0,0,0,0,11.01167117,53.29324941,4.232982889
764,-84.04341875,27.60957517,7.310799387,35.50582718,2.819617087,11.37861408,22.38232233,2.15338793,0,0,0,0,0,0,0,0,7.310799387,35.50582718,2.819617087
765,-83.94221671,27.60738033,4.693886318,18.87129125,1.462093841,13.46084985,12.24406114,1.099214913,0.000628319,0,0.202754534,0,0.811583879,0,0.063836627,0,4.893691596,19.67101795,1.525011808
766,-83.84102632,27.60511186,3.118008443,12.67202595,0.982323575,8.930617022,8.462928847,0.763207937,0,0,0,0,0,0,0,0,3.118008443,12.67202595,0.982323575
767,-83.73984794,27.6027698,4.28275149,7.049225521,0.453191263,32.21506348,11.46261699,0.379325454,0,0,0,0,0,0,0,0,4.28275149,7.049225521,0.453191263
768,-83.63868197,27.60035419,4.419590334,7.262314847,0.466682631,33.19845377,11.8094377,0.390152596,0,0,0,0,0,0,0,0,4.419590334,7.262314847,0.466682631
769,-83.53752878,27.59786505,7.572801114,12.17258407,0.7775675,55.90234845,19.81935816,0.640563605,0,0,0,0,0,0,0,0,7.572801114,12.17258407,0.7775675
770,-83.43638876,27.59530243,13.68079495,16.63386944,0.873185993,72.96559008,24.77261035,0.405750506,0,0,0,0,0,0,0,0,13.68079495,16.63386944,0.873185993
771,-83.33526229,27.59266637,37.17355086,44.28781157,2.302918553,188.9281009,64.07363169,1.032054374,0,0,0,0,0,0,0,0,37.17355086,44.28781157,2.302918553
772,-83.23414975,27.58995688,15.76311749,19.08502619,0.999912902,83.2255045,28.24952158,0.461098188,0,0,0,0,0,0,0,0,15.76311749,19.08502619,0.999912902
773,-83.13305152,27.58717403,16.52154717,19.97779374,1.046069751,86.96435574,29.51658499,0.48127426,0.000314159,0,0.279420809,0,0.300614884,0,0.015808363,0,16.79577758,20.27213242,1.061549482
774,-83.03196799,27.58431784,12.51033043,15.25608481,0.801953344,67.20300687,22.81983646,0.374678799,0.00439823,0,3.911891321,0,4.208608379,0,0.221317083,0,16.36719845,19.39759342,1.019743252
775,-82.93089952,27.58138836,20.57456734,24.7487106,1.29273025,106.9567099,36.29200371,0.5892015,0.000942478,0,0.838262426,0,0.901844653,0,0.047425089,0,21.39343869,25.62723014,1.33893697
776,-97.26255718,27.35049634,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0.000314159,0,2.335396932,0,2.276244597,0,0.136566722,0,12.99494629,17.29125687,1.092508689
777,-97.16305629,27.3578521,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0,0,0,0,0,0,0,0,10.6628992,15.01973086,0.95624238
778,-97.06351773,27.36513872,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0,0,0,0,0,0,0,0,10.6628992,15.01973086,0.95624238
779,-96.96394185,27.37235608,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0.000942478,0,7.006190797,0,6.828733792,0,0.409700165,0,17.65904045,21.83430889,1.365041307
780,-96.86432898,27.37950409,12.88851165,29.87224032,2.363782646,197.4755989,149.0272777,13.97973251,0.000314159,0,2.535332503,0,4.156924812,0,0.324871288,0,15.41979511,34.01978049,2.687911331
781,-96.76467949,27.38658266,7.852408428,45.00574561,4.011532696,44.89560859,252.60979,26.095633,0,0,0,0,0,0,0,0,7.852408428,45.00574561,4.011532696
782,-96.66499371,27.39359168,4.809246399,32.9962493,3.014050542,20.71281698,203.6786055,21.07323618,0.000628319,0,1.325747785,0,8.829477921,0,0.828281836,0,6.131972445,41.80499507,3.840438593
783,-96.565272,27.40053105,7.648573329,55.61411924,5.253010987,40.86129618,368.7852114,38.1553208,0.000628319,0,1.94888809,0,12.91635394,0,1.243550629,0,9.592655679,68.4955298,6.493261052
784,-96.4655147,27.40740069,0.916408885,5.139181081,0.442957036,3.513820007,20.13904868,2.079793378,0,0,0,0,0,0,0,0,0.916408885,5.139181081,0.442957036
785,-96.36572217,27.41420049,0.471754583,2.687166506,0.229327472,1.582458314,11.69328292,1.207875705,0,0,0,0,0,0,0,0,0.471754583,2.687166506,0.229327472
786,-96.26589475,27.42093037,0.381979527,2.192108336,0.186195975,1.236492207,10.09336538,1.04261651,0,0,0,0,0,0,0,0,0.381979527,2.192108336,0.186195975
787,-84.5475765,27.70963843,3.579680518,15.44823168,1.143723681,8.723679433,8.567664458,0.733303041,0,0,0,0,0,0,0,0,3.579680518,15.44823168,1.143723681
788,-84.44623904,27.70780517,3.143821702,13.58038477,1.005531343,7.62120153,7.544027212,0.646265795,0,0,0,0,0,0,0,0,3.143821702,13.58038477,1.005531343
789,-84.34491133,27.70589785,31.84266798,161.3912197,13.67310576,97.21143408,124.5660294,11.88069008,0,0,0,0,0,0,0,0,31.84266798,161.3912197,13.67310576
790,-84.24359376,27.70391652,21.03657074,101.4757135,8.06149981,33.4849204,60.35330827,5.795351454,0,0,0,0,0,0,0,0,21.03657074,101.4757135,8.06149981
791,-84.14228672,27.70186119,16.06799463,77.59535056,6.163996738,25.47918533,46.58534267,4.474906277,0,0,0,0,0,0,0,0,16.06799463,77.59535056,6.163996738
792,-84.04099059,27.6997319,8.368368752,33.32614961,2.580776605,24.04866904,21.11717896,1.887494088,0,0,0,0,0,0,0,0,8.368368752,33.32614961,2.580776605
793,-83.93970575,27.69752868,1.330704729,5.641043351,0.438185483,3.84096257,4.262714269,0.389444128,0,0,0,0,0,0,0,0,1.330704729,5.641043351,0.438185483
794,-83.83843259,27.69525155,8.792878686,14.07252345,0.897858748,64.69832111,22.92329284,0.737698542,0.000314159,0,0.135779875,0,0.201218472,0,0.013008549,0,8.925896196,14.26932091,0.910585226
795,-83.73717149,27.69290055,7.466597719,12.00720113,0.767096577,55.13686702,19.54924572,0.632112311,0,0,0,0,0,0,0,0,7.466597719,12.00720113,0.767096577
796,-83.63592284,27.69047572,11.55149132,18.36831326,1.169838958,84.59510759,29.94509669,0.957525493,0,0,0,0,0,0,0,0,11.55149132,18.36831326,1.169838958
797,-83.53468702,27.68797709,14.49641949,17.59396258,0.922823633,76.98323515,26.13410602,0.427420356,0,0,0,0,0,0,0,0,14.49641949,17.59396258,0.922823633
798,-83.43346442,27.68540469,6.588648237,8.285516633,0.441568982,38.15631675,12.97830988,0.218388848,0,0,0,0,0,0,0,0,6.588648237,8.285516633,0.441568982
799,-83.33225541,27.68275856,24.91705292,29.86036483,1.557007165,128.3915406,43.55650886,0.70496779,0.000314159,0,0.279420809,0,0.300614884,0,0.015808363,0,25.18864581,30.1515988,1.572326379
800,-83.23106038,27.68003874,24.64294716,29.53770771,1.540325514,127.038228,43.09785111,0.697657644,0,0,0,0,0,0,0,0,24.64294716,29.53770771,1.540325514
801,-83.12987971,27.67724526,35.39374472,42.19275485,2.194602321,180.1353442,61.09354708,0.984538376,0,0,0,0,0,0,0,0,35.39374472,42.19275485,2.194602321
802,-83.02871379,27.67437818,25.17027476,30.15843893,1.572417852,129.6417756,43.98023254,0.711721254,0.000942478,0,0.838262426,0,0.901844653,0,0.047425089,0,25.98481476,31.03185992,1.618360972
803,-82.92756299,27.67143752,19.78165749,23.81535553,1.244474991,103.0442269,34.96604107,0.56807571,0.000628319,0,0.558841617,0,0.601229768,0,0.031616726,0,20.32806993,24.40162166,1.275309791
804,-82.8264277,27.66842333,18.40267144,22.1921147,1.160552047,96.24120054,32.66047811,0.531346961,0.003455752,0,3.073628895,0,3.306763727,0,0.173891994,0,21.41270527,25.42218799,1.33043346
805,-82.62420516,27.66217453,10.84093439,13.29099474,0.700356499,58.99187259,20.03743657,0.330429966,0.011309734,0,10.05914911,0,10.82213583,0,0.56910107,0,20.77747543,23.96281296,1.261536724
806,-97.27085255,27.43932563,10.69816839,15.05689664,0.95845284,173.85607,64.98638585,3.518333612,0,0,0,0,0,0,0,0,10.69816839,15.05689664,0.95845284
807,-97.17127466,27.44670924,10.71461936,15.07423225,0.959483888,173.9609185,65.02515283,3.520385599,0,0,0,0,0,0,0,0,10.71461936,15.07423225,0.959483888
808,-97.07165897,27.45402344,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0,0,0,0,0,0,0,0,10.6628992,15.01973086,0.95624238
809,-96.97200582,27.46126813,10.74720925,15.10857466,0.961526426,174.1686897,65.10197466,3.524451856,0,0,0,0,0,0,0,0,10.74720925,15.10857466,0.961526426
810,-96.87231558,27.46844321,11.99592496,16.42443974,1.039788411,182.1898495,68.06766126,3.681409028,0,0,0,0,0,0,0,0,11.99592496,16.42443974,1.039788411
811,-96.77258857,27.47554859,12.81024501,29.73809264,2.353391727,196.893623,148.6706282,13.94790508,0.002199115,0,17.74732752,0,29.09847369,0,2.274099019,0,30.52940134,58.77116885,4.622315367
812,-96.67282516,27.48258416,7.852408428,45.00574561,4.011532696,44.89560859,252.60979,26.095633,0.000314159,0,1.246473407,0,6.277730045,0,0.574168131,0,9.096414928,51.26933668,4.584440567
813,-96.57302569,27.48954982,6.108228187,41.62139487,3.818550954,23.93247822,226.1296107,23.39570537,0,0,0,0,0,0,0,0,6.108228187,41.62139487,3.818550954
814,-96.47319051,27.49644548,80.43145783,537.5309025,51.50897145,362.5078644,1572.715623,162.4016002,0,0,0,0,0,0,0,0,80.43145783,537.5309025,51.50897145
815,-96.37331997,27.50327105,0.922054556,5.170313733,0.44566944,3.539141718,20.24904868,2.091147245,0.000314159,0,0.060699076,0,0.337032106,0,0.029577842,0,0.982463959,5.505721538,0.475107271
816,-96.27341444,27.51002644,0.38322298,2.198965272,0.186793379,1.241007313,10.1150508,1.044856877,0,0,0,0,0,0,0,0,0.38322298,2.198965272,0.186793379
817,-96.17347425,27.51671153,0.382363759,2.194227156,0.186380575,1.237886338,10.10006461,1.043308623,0,0,0,0,0,0,0,0,0.382363759,2.194227156,0.186380575
818,-84.54555355,27.79983153,2.414942881,10.45681812,0.774434794,5.777769857,5.833740697,0.500830609,0,0,0,0,0,0,0,0,2.414942881,10.45681812,0.774434794
819,-84.44413272,27.79799128,12.54980282,64.66305401,5.132742421,19.36691096,63.27745388,6.089105449,0,0,0,0,0,0,0,0,12.54980282,64.66305401,5.132742421
820,-84.34272167,27.7960767,28.10615643,142.5342222,12.07434479,85.63206238,110.375193,10.53096562,0,0,0,0,0,0,0,0,28.10615643,142.5342222,12.07434479
821,-84.2413208,27.79408782,16.19461686,78.20393236,6.212353869,25.68318655,46.93606034,4.508543231,0,0,0,0,0,0,0,0,16.19461686,78.20393236,6.212353869
822,-84.13993049,27.79202466,10.35262311,41.13190629,3.184875603,29.77049082,25.91949307,2.314094331,0,0,0,0,0,0,0,0,10.35262311,41.13190629,3.184875603
823,-84.03855113,27.78988726,7.039214133,28.0974563,2.176120333,20.21702457,17.90322558,1.601983544,0,0,0,0,0,0,0,0,7.039214133,28.0974563,2.176120333
824,-83.9371831,27.78767564,2.332153255,9.580590447,0.743072831,6.680029958,6.594807749,0.5971114,0,0,0,0,0,0,0,0,2.332153255,9.580590447,0.743072831
825,-83.8358268,27.78538984,11.18101828,17.79140214,1.133312867,81.92253819,29.0018831,0.9279921,0,0,0,0,0,0,0,0,11.18101828,17.79140214,1.133312867
826,-83.7344826,27.78302989,10.27275299,16.37702567,1.043764163,75.37092485,26.6896998,0.855599765,0,0,0,0,0,0,0,0,10.27275299,16.37702567,1.043764163
827,-83.63315089,27.78059582,18.03424813,21.75843392,1.138130378,94.42396734,32.04461831,0.521537087,0,0,0,0,0,0,0,0,18.03424813,21.75843392,1.138130378
828,-83.53183205,27.77808767,4.336454358,5.634399862,0.304503968,27.2357457,9.279918291,0.159961688,0,0,0,0,0,0,0,0,4.336454358,5.634399862,0.304503968
829,-83.43052648,27.77550548,1.540780136,2.343538056,0.134363586,14.14807906,4.852318137,0.090695707,0,0,0,0,0,0,0,0,1.540780136,2.343538056,0.134363586
830,-83.32923455,27.77284927,8.399227173,10.41679682,0.551757998,47.00784594,15.97694311,0.265929277,0.000314159,0,0.279420809,0,0.300614884,0,0.015808363,0,8.676009287,10.71413917,0.567393021
831,-83.22795665,27.7701191,29.97591526,35.81528502,1.864881653,153.3732806,52.02327416,0.839929816,0,0,0,0,0,0,0,0,29.97591526,35.81528502,1.864881653
832,-83.12669316,27.76731499,35.8155355,42.6892559,2.220271852,182.2190683,61.79977244,0.99579864,0,0,0,0,0,0,0,0,35.8155355,42.6892559,2.220271852
833,-83.02544447,27.76443698,14.65665936,17.78258515,0.932575582,77.7727244,26.40164999,0.431679174,0.002199115,0,1.95594566,0,2.10430419,0,0.110658541,0,16.58037334,19.8477834,1.041183282
834,-82.92421095,27.76148513,16.72862741,20.22155335,1.058672332,87.98535524,29.86259496,0.486784426,0.008168141,0,7.264941025,0,7.81598699,0,0.411017439,0,23.85692665,27.87236784,1.461042387
835,-97.17953083,27.53556296,11.07119784,15.44998565,0.981832081,176.2387153,65.86734452,3.564962134,0.000314159,0,2.335396932,0,2.276244597,0,0.136566722,0,13.40311665,17.72137649,1.118090351
836,-97.07983765,27.54290479,32.70846183,38.25078793,2.33792556,324.5426303,120.7055229,6.466068322,0,0,0,0,0,0,0,0,32.70846183,38.25078793,2.33792556
837,-96.9801069,27.55017685,16.01242334,20.65692428,1.291518356,208.6542398,77.85202594,4.199072388,0.000314159,0,2.335396932,0,2.276244597,0,0.136566722,0,18.34278982,22.92667931,1.427679335
838,-96.88033892,27.55737905,13.36025496,17.86213623,1.125296404,191.075795,71.35297855,3.85524755,0.001570796,0,11.67698466,0,11.38122299,0,0.682833608,0,25.01625338,29.21530144,1.806362401
839,-96.78053405,27.56451127,10.8983758,15.26787015,0.971000635,175.133513,65.45870913,3.543333802,0,0,0,0,0,0,0,0,10.8983758,15.26787015,0.971000635
840,-96.68069266,27.57157343,13.3878341,30.72807049,2.430074233,201.2016261,151.3097023,14.1833648,0,0,0,0,0,0,0,0,13.3878341,30.72807049,2.430074233
841,-96.58081508,27.57856542,57.74429808,294.3453317,26.63624287,292.2141426,1029.363387,106.1218186,0.000314159,0,1.246473407,0,6.277730045,0,0.574168131,0,58.97263058,300.5305905,27.20204298
842,-96.48090167,27.58548715,48.72627104,324.6021318,30.21324977,152.972094,1049.77354,108.5721633,0,0,0,0,0,0,0,0,48.72627104,324.6021318,30.21324977
843,-96.38095278,27.59233853,12.50473451,87.76818391,8.339264042,58.70093749,441.6102346,45.67904648,0,0,0,0,0,0,0,0,12.50473451,87.76818391,8.339264042
844,-96.28096877,27.59911946,0.988538272,5.536933465,0.477610855,3.837941114,21.54721973,2.225138423,0,0.000628319,0,0.033404626,0,0.022669714,0,0.000958619,1.02132178,5.55612422,0.478269382
845,-96.18094999,27.60582984,0.414585569,2.371912039,0.201861211,1.357868851,10.66683165,1.101858074,0,0,0,0,0,0,0,0,0.414585569,2.371912039,0.201861211
846,-96.0808968,27.61246958,0.383170902,2.19867809,0.186768359,1.240818013,10.11414226,1.044763014,0.000314159,0,0.060699076,0,0.337032106,0,0.029577842,0,0.443749601,2.535019461,0.216287526
847,-95.98080955,27.61903859,1.331073807,7.638656127,0.648902646,4.270520086,34.04665047,3.516820589,0,0,0,0,0,0,0,0,1.331073807,7.638656127,0.648902646
848,-84.64503524,27.89179591,0.263092015,1.235189767,0.092174181,0.375281574,0.897809908,0.079658972,0,0,0,0,0,0,0,0,0.263092015,1.235189767,0.092174181
849,-84.54352121,27.89002331,2.204644182,9.555595604,0.707757998,5.245982387,5.340851379,0.458912118,0,0,0,0,0,0,0,0,2.204644182,9.555595604,0.707757998
850,-84.44201661,27.88817606,19.78716323,100.5508823,8.514853135,59.8547071,78.80164382,7.527826917,0,0,0,0,0,0,0,0,19.78716323,100.5508823,8.514853135
851,-84.34052184,27.88625421,10.68392055,51.71798853,4.107814675,16.80700285,31.68672115,3.04593408,0,0,0,0,0,0,0,0,10.68392055,51.71798853,4.107814675
852,-84.23903728,27.88425776,9.330643698,37.11159377,2.8737377,26.82330862,23.44559608,2.094333836,0,0,0,0,0,0,0,0,9.330643698,37.11159377,2.8737377
853,-84.13756331,27.88218676,12.19413917,19.36906271,1.233199611,89.2313923,31.58137019,1.008762227,0,0,0,0,0,0,0,0,12.19413917,19.36906271,1.233199611
854,-84.03610034,27.88004124,3.227969901,13.1045977,1.015800939,9.246191736,8.725624781,0.786557487,0,0,0,0,0,0,0,0,3.227969901,13.1045977,1.015800939
855,-83.93464874,27.87782122,1.413227229,2.58072099,0.17027593,11.7659136,4.260117514,0.155456763,0,0,0,0,0,0,0,0,1.413227229,2.58072099,0.17027593
856,-83.8332089,27.87552673,9.281948499,14.83411683,0.946077663,68.22504597,24.16786456,0.776654322,0.000628319,0,0.27155975,0,0.402436943,0,0.026017097,0,9.547676228,15.22723322,0.971500323
857,-83.73178121,27.87315781,5.032472591,8.216712473,0.527108601,37.6057789,13.36398461,0.438705233,0,0,0,0,0,0,0,0,5.032472591,8.216712473,0.527108601
858,-83.63036605,27.8707145,4.143204867,5.406920794,0.292743105,26.30699945,8.965487374,0.155011091,0,0,0,0,0,0,0,0,4.143204867,5.406920794,0.292743105
859,-83.52896382,27.86819682,1.992837996,2.875667277,0.161875124,16.18208737,5.539762407,0.101373173,0,0,0,0,0,0,0,0,1.992837996,2.875667277,0.161875124
860,-83.42757489,27.86560481,2.052737193,2.946176201,0.165520496,16.45550464,5.632197299,0.102811281,0,0,0,0,0,0,0,0,2.052737193,2.946176201,0.165520496
861,-83.32619966,27.86293851,2.720372201,3.732066964,0.206151723,19.54777039,6.677969744,0.119121547,0,0,0,0,0,0,0,0,2.720372201,3.732066964,0.206151723
862,-83.2248385,27.86019796,25.13277085,30.11429209,1.570135422,129.4566053,43.91747548,0.710721003,0.006283185,0,5.588416173,0,6.012297685,0,0.316167261,0,30.56327317,35.93737609,1.876437231
863,-83.12349181,27.8573832,2.970804469,4.026857387,0.221392641,20.72423929,7.075986515,0.125347243,0.000314159,0,0.279420809,0,0.300614884,0,0.015808363,0,3.249291972,4.326207197,0.237131452
864,-83.02215997,27.85449426,10.22463332,12.5655305,0.662849375,55.96356075,19.01131704,0.314120357,0.011623893,0,10.33856992,0,11.12275072,0,0.584909433,0,20.44435319,23.54222083,1.240053918
865,-97.08805392,27.63178275,13.88541423,18.4155358,1.158210226,194.5266113,72.62880253,3.922748996,0.000628319,0,4.670793864,0,4.552489194,0,0.273133443,0,18.54748363,22.95645417,1.430615944
866,-96.98824521,27.63908223,29.90675361,35.29841857,2.162331351,304.7018303,113.3676564,6.077835009,0.000942478,0,7.006190797,0,6.828733792,0,0.409700165,0,36.88475795,42.09388438,2.569993567
867,-96.88839914,27.64631157,47.05327399,53.36698865,3.236972049,427.3382183,158.7284763,8.478190909,0.000942478,0,7.006190797,0,6.828733792,0,0.409700165,0,54.01511812,60.14542524,3.64362144
868,-96.78851607,27.65347069,36.39235135,42.13277765,2.568809583,350.7737995,130.4073656,6.979416414,0,0,0,0,0,0,0,0,36.39235135,42.13277765,2.568809583
869,-96.68859633,27.66055948,11.76889601,16.18520236,1.025559603,180.7231241,67.52537386,3.652711381,0.000314159,0,2.335396932,0,2.276244597,0,0.136566722,0,14.10059563,18.45636222,1.161804135
870,-96.58864029,27.66757784,13.94787945,31.68797868,2.504427578,205.4067296,153.883777,14.41291739,0.000314159,0,2.535332503,0,4.156924812,0,0.324871288,0,16.47883009,35.83494842,2.828512077
871,-96.4886483,27.67452568,11.86960316,65.08206823,5.833228913,63.04310934,310.0304411,32.01588642,0,0,0,0,0,0,0,0,11.86960316,65.08206823,5.833228913
872,-96.38862071,27.68140291,6.336796293,43.13907064,3.960110396,24.52417282,230.1510884,23.81168839,0.000314159,0,0.662873893,0,4.41473896,0,0.414140918,0,6.997679422,47.54025707,4.373007208
873,-96.28855787,27.68820942,25.1547265,171.5274838,16.37875758,112.6575015,643.300221,66.50078972,0,0,0,0,0,0,0,0,25.1547265,171.5274838,16.37875758
874,-96.18846015,27.69494512,16.65533372,113.9270782,10.31995795,62.18524317,610.5157839,63.15106252,0.000628319,0.000314159,2.943913982,0.241865269,20.65201909,0.2100501,1.92459333,0.011993632,19.82541569,134.6817737,12.24681858
875,-96.08832789,27.70160992,0.388602305,2.228629174,0.18937782,1.260651919,10.20904013,1.054566955,0.000314159,0,0.060699076,0,0.337032106,0,0.029577842,0,0.449179297,2.564961136,0.218896167
876,-95.98816145,27.70820373,1.449022834,8.287792823,0.705639621,4.716432507,35.90398762,3.708631184,0,0,0,0,0,0,0,0,1.449022834,8.287792823,0.705639621
877,-95.8879612,27.71472645,7.310125898,50.04775614,4.500264429,34.27979466,358.9535465,37.12321008,0,0.000314159,0,0.14274716,0,0.128799725,0,0.007511228,7.450576514,50.1608329,4.506361858
878,-95.78772748,27.72117799,21.16358526,145.5134061,13.34008504,99.34735102,955.0382012,98.80640646,0,0,0,0,0,0,0,0,21.16358526,145.5134061,13.34008504
879,-95.68746066,27.72755827,5.786254493,32.15790261,2.791976515,24.47381461,111.2107219,11.47679985,0,0,0,0,0,0,0,0,5.786254493,32.15790261,2.791976515
880,-95.58716111,27.73386719,1.968862595,11.14874957,0.955697944,6.875584254,44.38267045,4.583855006,0,0,0,0,0,0,0,0,1.968862595,11.14874957,0.955697944
881,-95.48682917,27.74010468,1.331073807,7.638656127,0.648902646,4.270520086,34.04665047,3.516820589,0,0,0,0,0,0,0,0,1.331073807,7.638656127,0.648902646
882,-93.87741114,27.83012018,3.095178556,17.50021735,1.50166303,10.95309724,67.84805545,7.007311013,0.000314159,0,0.300666891,0,1.665678838,0,0.146634561,0,3.394873068,19.16039833,1.64782583
883,-93.77658454,27.83513062,3.777661499,21.25656464,1.829948677,13.97745862,78.82175895,8.139323272,0.000314159,0,0.300666891,0,1.665678838,0,0.146634561,0,4.077141603,22.91556553,1.976008342
884,-93.67573217,27.84006819,3.239940855,18.29698081,1.571296104,11.58672746,70.15582411,7.245398767,0,0,0,0,0,0,0,0,3.239940855,18.29698081,1.571296104
885,-93.47395159,27.84972448,21.56464985,119.1551363,10.3857859,96.85893686,380.6126029,39.25257892,0,0.000314159,0,0.085851915,0,0.057273894,0,0.002392738,21.64372703,119.1749765,10.38491584
886,-93.37302412,27.85444305,21.79648267,120.431131,10.49730134,97.94493358,384.5813683,39.6617067,0,0.000628319,0,0.17170383,0,0.114547788,0,0.004785476,21.95449137,120.4700097,10.49549117
887,-93.27207237,27.85908849,18.91364593,104.5641616,9.11060892,84.44229372,335.2447573,34.57573571,0,0,0,0,0,0,0,0,18.91364593,104.5641616,9.11060892
888,-84.64307764,27.9819931,0.601353769,2.684790308,0.199422632,1.199768933,1.622520967,0.142235523,0,0,0,0,0,0,0,0,0.601353769,2.684790308,0.199422632
889,-84.54147942,27.98021377,11.67105173,59.59142245,5.042169554,34.71729733,48.07060042,4.604440853,0,0,0,0,0,0,0,0,11.67105173,59.59142245,5.042169554
890,-84.43989068,27.97835952,17.06757429,86.82597303,7.351208224,51.42946412,68.49127671,6.547091336,0,0,0,0,0,0,0,0,17.06757429,86.82597303,7.351208224
891,-84.33831179,27.97643037,9.322243684,45.17338962,3.587789224,14.6148815,27.92610592,2.68520931,0,0,0,0,0,0,0,0,9.322243684,45.17338962,3.587789224
892,-84.23674315,27.97442636,8.593016111,34.20987836,2.649169674,24.69638258,21.66065923,1.935773213,0,0,0,0,0,0,0,0,8.593016111,34.20987836,2.649169674
893,-84.13518515,27.9723475,8.937336078,14.2974766,0.912101252,65.73997302,23.29088613,0.749204005,0,0,0,0,0,0,0,0,8.937336078,14.2974766,0.912101252
894,-84.03363817,27.97019384,3.341798417,5.583946718,0.360419769,25.46222972,9.081602259,0.305062601,0,0,0,0,0,0,0,0,3.341798417,5.583946718,0.360419769
